2022051900001	01	에스프레소	3.0	2	6000.0
2022051900001	02	초코라떼	4.0	1	4000.0
2022051900002	01	카페라떼	4.0	2	8000.0
2022051900002	02	레몬차	4.0	2	8000.0
2022051900002	03	청포도에이드	4.5	4	18000.0
2022051900003	01	카페라떼	4.0	2	8000.0
2022051900004	01	흑당밀크티	4.5	1	4500.0
2022051900004	02	달고나밀크티	4.5	3	13500.0
2022051900005	01	에스프레소	3.0	33	99000.0
2022052000001	01	초코라떼	4.0	2	8000.0
2022052000002	01	카페라떼	4.0	3	12000.0
2022052000002	02	레몬차	4.0	2	8000.0
2022052000003	01	카페라떼	4.0	2	8000.0
2022052000004	01	청포도에이드	4.5	2	9000.0
2022052000004	02	레몬에이드	4.5	3	13500.0
2022052000004	03	청귤스무디	4.5	3	13500.0
2022052000005	01	자몽차	4.0	1	4000.0
2022052000005	02	레몬차	4.0	2	8000.0
2022052000006	01	요거트스무디	4.5	1	4500.0
2022052000006	02	청포도에이드	4.5	2	9000.0
2022052000006	03	흑당밀크티	4.5	2	9000.0
2022061600001	01	바나나	4.5	1	4500.0
2022061600001	02	청포도에이드	4.5	1	4500.0
2022061600001	03	카페라떼	4.0	2	8000.0
2022061600001	04	아메리카노	3.0	2	6000.0
2022061600002	01	카페라떼	4.0	1	4000.0
2022061600002	02	아메리카노	3.0	2	6000.0
2022061600003	01	달고나밀크티	4.5	1	4500.0
2022061600003	02	요거트스무디	4.5	1	4500.0
2022061600003	03	바나나	4.5	1	4500.0
2022061600003	04	레몬에이드	4.5	1	4500.0
2022061600003	05	자몽차	4.0	1	4000.0
2022061600003	06	초코라떼	4.0	1	4000.0
2022061600003	07	아메리카노	3.0	1	3000.0
2022061600004	01	에스프레소	3.0	1	3000.0
2022061600004	02	카페라떼	4.0	1	4000.0
2022061600004	03	청포도에이드	4.5	1	4500.0
2022061600004	04	아메리카노	3.0	2	6000.0
2022061600005	01	달고나밀크티	4.5	1	4500.0
2022061600005	02	요거트스무디	4.5	1	4500.0
2022061600005	03	레몬에이드	4.5	1	4500.0
2022061600005	04	아메리카노	3.0	2	6000.0
2022061600006	01	달고나밀크티	4.5	1	4500.0
2022061600006	02	흑당밀크티	4.5	1	4500.0
2022061600007	01	바나나	4.5	3	13500.0
2022062000001	01	카페라떼	4.0	2	8000.0
2022062000001	02	아메리카노	3.0	2	6000.0
2022062000002	01	에스프레소	3.0	1	3000.0
2022062000002	02	아메리카노	3.0	5	15000.0
2022062000002	03	카페라떼	4.0	2	8000.0
2022062000002	04	레몬차	4.0	1	4000.0
2022062000002	05	청포도에이드	4.5	1	4500.0
2022062000002	06	바나나	4.5	1	4500.0
2022062000002	07	자몽차	4.0	1	4000.0
2022062000003	01	에스프레소	3.0	1	3000.0
2022062000003	02	아메리카노	3.0	3	9000.0
2022062000003	03	카페라떼	4.0	1	4000.0
2022062000004	01	말차라떼	4.0	1	4000.0
2022062000004	02	초코라떼	4.0	1	4000.0
2022062000004	03	아메리카노	3.0	1	3000.0
2022062000004	04	카페라떼	4.0	2	8000.0
2022062000004	05	카프치노	4.0	1	4000.0
2022062000004	06	카모마일	4.5	1	4500.0
2022062000004	07	딸기	4.5	1	4500.0
2022062000004	08	키위	4.5	1	4500.0
2022062000005	01	요거트스무디	4.5	1	4500.0
2022062000005	02	레몬에이드	4.5	1	4500.0
2022062000005	03	자몽차	4.0	1	4000.0
2022062000005	04	초코라떼	4.0	1	4000.0
2022062000005	05	아메리카노	3.0	1	3000.0
2022062000006	01	에스프레소	3.0	1	3000.0
2022062000006	02	아메리카노	3.0	3	9000.0
2022062000006	03	카페라떼	4.0	2	8000.0
2022062000006	04	요거트스무디	4.5	1	4500.0
2022062000006	05	달고나밀크티	4.5	1	4500.0
2022062000006	06	흑당밀크티	4.5	1	4500.0
2022062000006	07	청귤스무디	4.5	1	4500.0
2022062100001	01	에스프레소	3.0	1	3000.0
2022062100001	02	아메리카노	3.0	8	24000.0
2022062100001	03	카페라떼	4.0	3	12000.0
2022062100001	04	딸기	4.5	1	4500.0
2022062100001	05	바나나	4.5	1	4500.0
2022062100001	06	레몬에이드	4.5	1	4500.0
2022062100001	07	청포도에이드	4.5	1	4500.0
2022062100001	08	레몬차	4.0	1	4000.0
2022062100002	01	달고나밀크티	4.5	1	4500.0
2022062100002	02	요거트스무디	4.5	1	4500.0
2022062100002	03	바나나	4.5	1	4500.0
2022062100002	04	레몬에이드	4.5	1	4500.0
2022062100002	05	아메리카노	3.0	4	12000.0
2022062100003	01	달고나밀크티	4.5	1	4500.0
2022062100003	02	망고	4.5	1	4500.0
2022062100003	03	청귤차	4.0	1	4000.0
2022062100003	04	아메리카노	3.0	3	9000.0
2022062100004	01	아메리카노	3.0	3	9000.0
2022062100005	01	말차라떼	4.0	1	4000.0
2022062100005	02	초코라떼	4.0	1	4000.0
2022062100005	03	카페라떼	4.0	2	8000.0
2022062200001	01	카프치노	4.0	1	4000.0
2022062200001	02	카페라떼	4.0	1	4000.0
2022062200001	03	아메리카노	3.0	2	6000.0
2022062200002	01	요거트스무디	4.5	1	4500.0
2022062200002	02	바나나	4.5	1	4500.0
2022062200002	03	레몬에이드	4.5	1	4500.0
2022062200002	04	자몽차	4.0	1	4000.0
2022062200002	05	초코라떼	4.0	1	4000.0
2022062200002	06	에스프레소	3.0	2	6000.0
2022062200003	01	키위	4.5	1	4500.0
2022062200003	02	딸기	4.5	1	4500.0
2022062200003	03	청포도에이드	4.5	1	4500.0
2022062200003	04	카모마일	4.5	1	4500.0
2022062200003	05	레몬차	4.0	1	4000.0
2022062200003	06	카페라떼	4.0	1	4000.0
2022062200003	07	카프치노	4.0	1	4000.0
